species,num_sequences,num_families,num_superfamilies,num_orders,families,superfamilies,orders,length_min,length_max,length_mean,length_median,gc_mean,gc_median,accession,assembly_name,gc_percent,n50,source,organism_type,max_copies_calculated,min_copies_calculated
Ficedula albicollis,73,2,2,1,"CR1,ERV","LINE,LTR",CLASSI,248,3200,830.5479452054794,629,46.87465481139202,45.793103448275865,GCF_000247815.1,FicAlb1.5,44.0,410964,refseq,animal,907,742
Balaeniceps rex,72,10,3,2,"CR1,ERV,HAT,KOLOBOK,LINE,MERLIN,PIFHARBINGER,RTE,TC1MARINER,TIR","LINE,LTR,TIR","CLASSI,CLASSII",117,4933,2835.5138888888887,3098,49.598401400924374,51.06772422208664,GCA_013401315.1,ASM1340131v1,42.5,24547,refseq,animal,269,220
Chauna torquata,72,9,4,2,"CR1,ERV,HAT,KOLOBOK,PIFHARBINGER,SINE,TC1MARINER,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",112,4516,1968.25,1646,49.19259544570167,51.43678160919541,GCA_051419475.1,ASM5141947v1,42.0,34825,refseq,animal,388,317
Corylus avellana,72,6,3,2,"COPIA,ERV,GYPSY,HAT,L1,LARD","LINE,LTR,TIR","CLASSI,CLASSII",593,7500,4344.75,4552,40.88275255938602,42.41086587436333,GCF_901000735.1,CavTom2PMs-1.0,36.0,54239,refseq,planta,175,143
Augochlora pura,72,9,3,2,"COPIA,CR1,GYPSY,HAT,I,LINE,R1,RTE,TC1MARINER","LINE,LTR,TIR","CLASSI,CLASSII",318,5306,2010.361111111111,1526,40.01626175125649,39.25294888597641,GCA_028453695.1,APUR_v2.2.0,41.0,175533,refseq,animal,379,310
Vombatus ursinus,72,12,4,2,"CR1,ERV,HAT,L1,LARD,LTR,P,RTE,SINE,TC1MARINER,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",121,6845,1679.486111111111,897,43.3085286756022,44.688995215311,GCF_900497805.2,bare-nosed wombat genome assembly,39.0,113054,refseq,animal,454,372
Drosophila kikkawai,72,14,5,2,"BELPAO,CACTA,COPIA,CR1,GYPSY,HAT,HELITRON,I,MULE,PIFHARBINGER,PLE,R1,TC1MARINER,TIR","HELITRON,LINE,LTR,PLE,TIR","CLASSI,CLASSII",337,9131,3006.1111111111113,2559,40.866076682296466,37.51645458534445,GCF_030179895.1,DkikHiC1v2,41.0,27867843,refseq,animal,254,207
Brachypteracias leptosomus,72,5,4,2,"CR1,ERV,RTE,SINE,TIR","LINE,LTR,SINE,TIR","CLASSI,CLASSII",117,3718,1485.6944444444443,1144,50.8047772685519,50.990930466913,GCA_013401335.1,ASM1340133v1,42.0,40314,refseq,animal,514,420
Betta splendens,72,13,4,2,"BELPAO,CR1,ERV,GYPSY,HAT,I,L1,LARD,LINE,LTR,RTE,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",146,11968,3624.277777777778,3479,51.310877509335135,53.074712643678154,GCF_900634795.4,fBetSpl5.4,45.5,2574972,refseq,animal,210,172
Furnarius figulus,71,7,4,2,"CR1,ERV,HAT,PIFHARBINGER,RTE,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",111,4143,1609.4929577464789,1128,49.88592230521847,50.45045045045045,GCA_013397465.1,ASM1339746v1,42.0,55547,refseq,animal,481,393
Leptosomus discolor,71,7,4,2,"CR1,ERV,HAT,KOLOBOK,TC1MARINER,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",113,4303,2542.323943661972,3051,50.913998565181046,51.49806133239338,GCF_000691785.1,ASM69178v1,42.0,24735,refseq,animal,304,249
Lottia gigantea,71,17,8,2,"ACADEM-1,BELPAO,COPIA,CR1,CRYPTON,DIRS,GYPSY,HELITRON,I,KOLOBOK,P,PIGGYBAC,PLE,RTE,TC1MARINER,TIR,TRNA","CRYPTON,DIRS,HELITRON,LINE,LTR,PLE,SINE,TIR","CLASSI,CLASSII",316,9084,4858.43661971831,4817,37.68824512610251,36.43932116554595,GCF_000327385.1,Helro1,33.5,96027,refseq,animal,159,130
Trichoplusia ni,71,6,3,2,"BELPAO,COPIA,DIRS,GYPSY,PIGGYBAC,TIR","DIRS,LTR,TIR","CLASSI,CLASSII",831,8458,5825.352112676056,5902,40.25569314736778,39.268978444236176,GCF_003590095.1,tn1,35.5,621965,refseq,animal,132,108
Mesostigma viride,70,11,5,2,"CACTA,COPIA,GYPSY,HAT,HELITRON,L1,LARD,LINE,PIGGYBAC,PLE,RTE","HELITRON,LINE,LTR,PLE,TIR","CLASSI,CLASSII",1954,11594,6095.685714285714,5637,56.25654468206513,56.19190404797602,GCA_009746045.1,ASM974604v1,54.5,319906,refseq,planta,128,105
Burhinus bistriatus,70,10,5,2,"CR1,CRYPTON,ERV,LTR,PIFHARBINGER,RTE,SINE,TC1MARINER,TIR,TRNA","CRYPTON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",150,4087,1804.0857142857142,1602,50.6085169078166,51.975,GCA_013397275.1,ASM1339727v1,42.0,46939,refseq,animal,435,356
Crotophaga sulcirostris,70,7,4,2,"CR1,ERV,P,SINE,TC1MARINER,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",113,4359,2156.957142857143,2327,50.7558497745068,50.85521561069621,GCA_013397455.1,ASM1339745v1,41.5,83601,refseq,animal,364,298
Formicarius rufipectus,70,7,5,2,"CR1,CRYPTON,ERV,RTE,TC1MARINER,TIR,TRNA","CRYPTON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",134,3623,1485.357142857143,996,50.351582127001734,50.0,GCA_013399695.1,ASM1339969v1,41.5,79409,refseq,animal,528,432
Upupa epops,70,4,4,2,"CR1,ERV,SINE,TIR","LINE,LTR,SINE,TIR","CLASSI,CLASSII",137,3397,1816.2857142857142,1768,50.360861979643175,50.217609641781046,GCA_013397515.1,ASM1339751v1,44.0,49406,refseq,animal,432,353
Bibio marci,70,11,3,2,"BELPAO,CR1,GYPSY,HAT,I,LINE,P,PIFHARBINGER,R1,RTE,TC1MARINER","LINE,LTR,TIR","CLASSI,CLASSII",215,10836,2841.0285714285715,1555,34.479721513792626,34.31022158684775,GCA_910594885.2,idBibMarc1.2,25.5,44910499,refseq,animal,276,226
Gymnodraco acuticeps,70,4,2,1,"BELPAO,DIRS,ERV,GYPSY","DIRS,LTR",CLASSI,4306,13457,6592.114285714286,5917,49.089112325209,48.916292974588934,GCF_902827175.1,fGymAcu1.1,41.5,534678,refseq,animal,119,97
Calyptomena viridis,70,5,3,1,"CR1,ERV,RTE,SINE,TRNA","LINE,LTR,SINE",CLASSI,129,4198,1752.142857142857,1103,49.58038463468867,49.67948717948718,GCA_013390005.1,ASM1339000v1,41.5,40187,refseq,animal,448,366
Sula dactylatra,70,8,4,2,"CR1,ERV,HAT,LARD,LINE,LTR,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",124,4566,2699.8285714285716,3192,50.22287084547218,51.88876013904983,GCA_013389905.1,ASM1338990v1,42.0,38906,refseq,animal,291,238
Eurystomus gularis,70,5,4,2,"CR1,ERV,HAT,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",114,3997,1546.5857142857142,1388,50.932941083870844,50.98417599382478,GCA_013400335.1,ASM1340033v1,42.0,57880,refseq,animal,508,415
Vireo altiloquus,69,7,4,2,"CR1,ERV,LARD,RTE,SINE,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",120,4003,1296.5797101449275,940,48.94328989166352,49.81599197055871,GCA_013396875.1,ASM1339687v1,42.0,121572,refseq,animal,614,502
Cyprinodon variegatus,69,7,4,2,"CR1,GYPSY,HAT,LINE,RTE,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",141,5478,1758.4202898550725,1580,46.33759816076138,45.16574585635359,GCF_000732505.1,C_variegatus-1.0,38.0,20803,refseq,animal,453,370
Typha latifolia,69,5,3,2,"COPIA,GYPSY,HAT,L1,LARD","LINE,LTR,TIR","CLASSI,CLASSII",1021,8827,5324.434782608696,5444,43.61234230675052,42.88582903040734,GCF_019914945.1,TyphaL0001v2,37.5,7014651,refseq,planta,149,122
Musa acuminata,69,6,2,1,"COPIA,ERV,GYPSY,L1,LARD,RTE","LINE,LTR",CLASSI,719,19666,5559.246376811594,5364,41.58218042764356,41.582635446932144,GCF_036884655.1,Cavendish_Baxijiao_AAA,40.0,44830321,refseq,planta,143,117
Daucus carota,69,9,5,2,"CACTA,COPIA,GYPSY,HELITRON,L1,LARD,MULE,PIFHARBINGER,SINE","HELITRON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",146,17688,6352.478260869565,5331,38.46676848671911,37.71121351766513,GCF_001625215.2,DH1 v3.0,35.0,6076493,refseq,planta,125,102
Clavelina lepadiformis,69,10,3,2,"CR1,GYPSY,HAT,I,L1,MULE,P,RTE,TC1MARINER,TIR","LINE,LTR,TIR","CLASSI,CLASSII",923,9079,3895.9565217391305,3215,43.01307316509141,42.34171322160149,GCF_947623445.1,kaClaLepa1.1,36.0,8263119,refseq,animal,204,167
Pohlia nutans,69,10,4,2,"CACTA,COPIA,GYPSY,HAT,HELITRON,L1,LINE,PIFHARBINGER,TC1MARINER,TIR","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",656,10901,4699.289855072464,4963,43.53413034084671,42.48857833915614,GCA_022496805.1,ASM2249680v1,39.0,13886535,refseq,planta,169,138
Brachypodius atriceps,69,6,5,2,"CR1,CRYPTON,ERV,LTR,SINE,TIR","CRYPTON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",126,2925,832.8260869565217,688,48.598086519500676,49.915682967959526,GCA_013398615.1,ASM1339861v1,42.0,85408,refseq,animal,957,783
Monomorium pharaonis,69,4,2,1,"BELPAO,COPIA,DIRS,GYPSY","DIRS,LTR",CLASSI,4525,17567,6742.173913043478,6388,47.36357992230054,45.72456046883324,GCF_013373865.1,ASM1337386v2,36.5,1861574,refseq,animal,118,96
Blumeria graminis,69,5,3,2,"COPIA,GYPSY,LINE,LTR,TC1MARINER","LINE,LTR,TIR","CLASSI,CLASSII",174,6761,3835.550724637681,5114,42.34033727802319,42.199673853959055,GCA_905067625.1,Bgtriticale_THUN12_genome_v1_2,43.5,10267641,refseq,hongo,207,170
Coelioxys conoideus,68,8,4,2,"BELPAO,COPIA,DIRS,GYPSY,HAT,I,LTR,TC1MARINER","DIRS,LINE,LTR,TIR","CLASSI,CLASSII",589,11225,2978.6470588235293,1342,38.47734850953808,38.08801213960547,GCA_947623535.1,iyCoeConi1.1,41.0,4882541,refseq,animal,271,222
Megalonaias nervosa,68,14,3,2,"CACTA,CR1,HAT,I,L1,LINE,MULE,PIFHARBINGER,PIGGYBAC,RTE,SINE,TC1MARINER,TIR,TRNA","LINE,SINE,TIR","CLASSI,CLASSII",136,5750,3388.8529411764707,3319,42.772579985505786,39.611768274188655,GCA_016617855.1,ASM1661785v1,36.0,50186,refseq,animal,238,195
Acanthaster planci,68,7,4,2,"CR1,DIRS,L1,LINE,RTE,SINE,TC1MARINER","DIRS,LINE,SINE,TIR","CLASSI,CLASSII",277,4095,2117.294117647059,2032,44.28950957956633,44.1240086517664,GCF_001949145.1,OKI-Apl_1.0,41.5,49680,refseq,animal,382,312
Fregata magnificens,68,8,4,2,"CR1,ERV,GYPSY,LARD,LINE,SINE,TC1MARINER,TIR","LINE,LTR,SINE,TIR","CLASSI,CLASSII",129,5983,2056.5882352941176,1396,50.847964720581366,52.50696378830083,GCA_013389945.1,ASM1338994v1,42.0,35511,refseq,animal,393,321
Xiphophorus hellerii,68,3,3,2,"DIRS,GYPSY,TC1MARINER","DIRS,LTR,TIR","CLASSI,CLASSII",1541,9653,6620.764705882353,6097,46.513444096127635,45.635507733692,GCF_003331165.1,Xiphophorus_hellerii-4.1,39.0,7084538,refseq,animal,122,99
Alauda arvensis,67,5,4,2,"CR1,ERV,LTR,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",127,6962,1283.597014925373,673,48.70207935069076,49.523485364193334,GCA_902810485.1,skylark_genome,42.0,79699,refseq,animal,639,523
Dryoscopus gambensis,67,7,4,2,"CR1,ERV,LTR,SINE,TC1MARINER,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",106,3066,1252.089552238806,953,50.04709037359494,51.09243697478991,GCA_013389985.1,ASM1338998v1,42.5,29388,refseq,animal,655,536
Arenaria interpres,66,6,4,2,"CR1,ERV,HAT,SINE,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",103,3154,1369.8030303030303,1138,50.9512224932043,51.20671563483735,GCA_013399435.1,ASM1339943v1,42.0,48252,refseq,animal,608,497
Heliornis fulica,66,6,5,2,"CR1,CRYPTON,ERV,SINE,TC1MARINER,TIR","CRYPTON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",109,2682,1130.5757575757575,1068,51.14999512684916,51.58582089552238,GCA_013399135.1,ASM1339913v1,42.0,53463,refseq,animal,737,603
Struthidea cinerea,66,5,5,2,"CR1,CRYPTON,ERV,TIR,TRNA","CRYPTON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",133,4179,1627.590909090909,1128,49.62204589140491,51.043256997455465,GCA_013397865.1,ASM1339786v1,42.5,74270,refseq,animal,512,418
Crassostrea gigas,66,11,4,2,"CR1,HAT,KOLOBOK,L1,LINE,PIFHARBINGER,PLE,RTE,SINE,TC1MARINER,TRNA","LINE,PLE,SINE,TIR","CLASSI,CLASSII",136,6833,4180.060606060606,4534,35.87559820190868,34.45046099809747,GCF_963853765.1,xbMagGiga1.1,33.5,7289204,refseq,animal,199,163
Dendronephthya gigantea,65,4,2,1,"BELPAO,COPIA,DIRS,GYPSY","DIRS,LTR",CLASSI,4351,10168,5193.030769230769,4738,42.918824121511385,42.9592662530348,GCF_004324835.1,DenGig_1.0,37.0,1445523,refseq,animal,162,133
Trogon melanurus,65,6,4,2,"CR1,CRYPTON,ERV,RTE,TC1MARINER,TIR","CRYPTON,LINE,LTR,TIR","CLASSI,CLASSII",124,4396,2347.630769230769,2171,50.82434554032945,50.911691097604574,GCA_013399275.1,ASM1339927v1,42.5,51448,refseq,animal,360,294
Penelope pileata,65,8,4,2,"CR1,CRYPTON,ERV,GYPSY,HAT,KOLOBOK,TC1MARINER,TIR","CRYPTON,LINE,LTR,TIR","CLASSI,CLASSII",143,4078,1839.5692307692307,1729,50.14089882092726,51.47208121827411,GCA_013396635.1,ASM1339663v1,42.0,84123,refseq,animal,459,376
Thomomys bottae,65,8,4,2,"ALU,ERV,HAT,L1,LARD,LINE,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",122,11448,3534.6769230769232,3478,44.788664266417385,44.242923880186865,GCA_040207635.1,ThBott,41.0,21131692,refseq,animal,239,195
Chaetops frenatus,65,5,4,2,"CR1,ERV,KOLOBOK,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",134,2929,893.6,631,48.79180706429431,49.667405764966745,GCA_013400775.1,ASM1340077v1,42.0,34663,refseq,animal,946,774
Mesembrinibis cayennensis,64,8,4,2,"CR1,ERV,GYPSY,HAT,LINE,PIFHARBINGER,SINE,TIR","LINE,LTR,SINE,TIR","CLASSI,CLASSII",105,3304,1369.40625,1259,49.98502125501557,51.409495548961424,GCA_013399675.1,ASM1339967v1,42.0,85098,refseq,animal,627,513
Eulacestoma nigropectus,64,7,4,2,"CR1,ERV,LARD,LTR,SINE,TC1MARINER,TIR","LINE,LTR,SINE,TIR","CLASSI,CLASSII",126,3674,1257.46875,1113,50.994991454045696,51.12926477654973,GCA_013397775.1,ASM1339777v1,42.0,75916,refseq,animal,683,559
Anthoscopus minutus,64,5,4,2,"CR1,ERV,LARD,SINE,TIR","LINE,LTR,SINE,TIR","CLASSI,CLASSII",198,7748,1498.765625,963,48.54196994011297,49.64305326743548,GCA_013399455.1,ASM1339945v1,41.5,49651,refseq,animal,573,469
Cochlearius cochlearius,64,6,3,2,"CR1,ERV,HAT,LARD,PIFHARBINGER,TIR","LINE,LTR,TIR","CLASSI,CLASSII",123,5435,1921.671875,1447,50.43661242526038,51.50602409638554,GCA_013396365.1,ASM1339636v1,43.0,62809,refseq,animal,447,365
Cisticola juncidis,64,6,4,2,"CR1,ERV,LTR,SINE,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",124,3789,973.765625,650,48.668930701575064,50.38167938931297,GCA_013400215.1,ASM1340021v1,42.0,74140,refseq,animal,882,722
Mercenaria mercenaria,64,11,3,2,"ACADEM-1,CR1,HAT,I,KOLOBOK,L1,MULE,PIFHARBINGER,PIGGYBAC,PLE,TC1MARINER","LINE,PLE,TIR","CLASSI,CLASSII",1337,6440,3543.1875,3643,37.87266560655666,38.32006587976942,GCF_021730395.1,MADL_Memer_1,35.0,82432825,refseq,animal,242,198
Puffinus mauretanicus,64,8,4,2,"CR1,ERV,GYPSY,LARD,PIFHARBINGER,RTE,SINE,TIR","LINE,LTR,SINE,TIR","CLASSI,CLASSII",104,11695,3738.375,3149,51.311732279262245,52.21101629169899,GCA_023333565.1,ASM2333356v1,42.5,2082814,refseq,animal,229,188
Pluvianellus socialis,63,8,4,2,"CR1,CRYPTON,ERV,GYPSY,HAT,LTR,RTE,TIR","CRYPTON,LINE,LTR,TIR","CLASSI,CLASSII",107,5197,2370.095238095238,2802,50.48880467137848,51.508120649651964,GCA_013400795.1,ASM1340079v1,42.5,48629,refseq,animal,368,301
Andrena dorsata,63,12,5,2,"BELPAO,COPIA,CR1,DIRS,GYPSY,HAT,I,P,R1,RTE,SINE,TC1MARINER","DIRS,LINE,LTR,SINE,TIR","CLASSI,CLASSII",356,13180,4801.253968253968,4764,46.689481541968064,44.1941539286672,GCA_929108735.1,iyAndDors1.1,43.0,30063116,refseq,animal,181,148
Gambusia affinis,63,8,4,2,"CR1,GYPSY,I,LINE,RTE,TC1MARINER,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",104,5980,1841.2698412698412,1473,45.307367160115575,42.05298013245033,GCF_019740435.1,SWU_Gaff_1.0,39.0,12906370,refseq,animal,474,387
Chaetophractus vellerosus,63,5,3,2,"ERV,HAT,LTR,TC1MARINER,TRNA","LTR,SINE,TIR","CLASSI,CLASSII",193,2418,576.5396825396825,541,51.187342560519305,48.91485809682805,GCA_004027955.1,ChaVel_v1_BIUU,39.5,1606,refseq,animal,1514,1238
Drymodes brunneopygia,63,5,4,2,"CR1,ERV,RTE,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",130,3145,1048.8253968253969,776,50.216248182983115,50.98625224148237,GCA_013400955.1,ASM1340095v1,42.0,79910,refseq,animal,832,681
Istiophorus platypterus,63,8,4,2,"CR1,DIRS,ERV,I,L1,LINE,RTE,TC1MARINER","DIRS,LINE,LTR,TIR","CLASSI,CLASSII",225,14224,2085.1111111111113,1607,43.02295313232732,40.406976744186046,GCA_016859345.1,ASM1685934v1,41.0,11851605,refseq,animal,418,342
Erinaceus europaeus,62,5,4,2,"ERV,L1,LTR,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",126,7987,1348.4354838709678,543,48.875817784341976,48.57792946530148,GCF_950295315.1,mEriEur2.1,42.0,999919,refseq,animal,657,538
Eleutheronema tetradactylum,62,8,3,2,"CR1,HAT,I,L1,LINE,RTE,SINE,TC1MARINER","LINE,SINE,TIR","CLASSI,CLASSII",100,5656,1781.7096774193549,1548,44.536346169058376,42.43852459016394,GCA_046255195.2,ASM4625519v2,40.0,22149805,refseq,animal,497,407
Datnioides undecimradiatus,62,12,4,2,"BELPAO,COPIA,CR1,GYPSY,HAT,I,L1,LARD,LINE,RTE,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",302,18461,3159.3225806451615,2479,46.47855246296287,45.39612410884627,GCA_008933995.1,BGI_Dund_1.0,43.0,3802431,refseq,animal,280,229
Dioscorea rotundata,62,8,3,2,"CACTA,COPIA,ERV,GYPSY,HAT,L1,LARD,MULE","LINE,LTR,TIR","CLASSI,CLASSII",504,9249,4257.677419354839,4451,41.45348943421784,40.07907979870597,GCF_009730915.1,TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22 25.fasta,36.5,139725,refseq,planta,208,170
Pseudopyrenochaeta lycopersici,62,7,2,2,"COPIA,GYPSY,HAT,LARD,MULE,TC1MARINER,TIR","LTR,TIR","CLASSI,CLASSII",1348,12728,4192.129032258064,3117,45.805457177693,47.41929600583622,GCA_003313425.1,ASM331342v1,47.0,1076669,refseq,hongo,211,173
Aegotheles bennettii,62,5,3,2,"CR1,ERV,GYPSY,TC1MARINER,TIR","LINE,LTR,TIR","CLASSI,CLASSII",178,3855,1774.6129032258063,1490,50.58408911293363,50.695472033145904,GCA_013398125.1,ASM1339812v1,41.5,65833,refseq,animal,499,408
Miniopterus schreibersii,62,6,4,2,"ERV,HAT,L1,PIGGYBAC,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",131,5557,1123.016129032258,666,45.75433453778645,45.62814070351759,GCA_964146895.2,mMinSch1.hap1.2,42.5,28014000,refseq,animal,789,646
Camponotus floridanus,62,10,4,2,"BELPAO,COPIA,GYPSY,HELITRON,KOLOBOK,LINE,MULE,PIFHARBINGER,R1,TC1MARINER","HELITRON,LINE,LTR,TIR","CLASSI,CLASSII",526,14834,3842.7580645161293,3639,41.10216438971845,40.7095610342754,GCF_003227725.1,Cflo_v7.5,34.5,1278439,refseq,animal,230,188
Uraeginthus cyanocephalus,62,3,3,1,"CR1,ERV,TRNA","LINE,LTR,SINE",CLASSI,147,5135,825.1935483870968,655,50.410206239852556,52.544910179640716,N/A,N/A,,,failed,animal,1075,879
Capsicum baccatum,62,5,2,2,"HAT,MULE,PIFHARBINGER,TC1MARINER,TRNA","SINE,TIR","CLASSI,CLASSII",115,9968,2369.516129032258,264,43.05633201476556,39.11516853932584,GCA_030864225.1,ASM3086422v1,35.5,27703761,refseq,planta,374,306
Ruditapes philippinarum,62,8,2,2,"CR1,HAT,KOLOBOK,L1,LINE,PIFHARBINGER,RTE,TC1MARINER","LINE,TIR","CLASSI,CLASSII",1294,5902,3108.0967741935483,3003,37.73890685592831,37.32752360203341,GCF_026571515.1,ASM2657151v2,32.0,183074,refseq,animal,285,233
Carica papaya,62,4,3,2,"COPIA,GYPSY,L1,PIFHARBINGER","LINE,LTR,TIR","CLASSI,CLASSII",910,9873,4113.1612903225805,4554,40.432853661922714,40.42553191489361,GCF_000150535.2,Papaya1.0,35.5,10609,refseq,planta,215,176
Dyaphorophyia castanea,61,6,4,2,"CR1,ERV,GYPSY,LARD,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",122,3995,1088.4918032786886,770,49.19591990525298,50.33898305084745,GCA_040967835.1,ASM4096783v1,42.5,53390,refseq,animal,828,677
Echinops telfairi,61,8,4,2,"ERV,HAT,L1,LTR,PIGGYBAC,RTE,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",144,7268,1385.2131147540983,649,46.611301314977645,47.33128834355828,GCF_000313985.2,ASM31398v2,43.0,20425,refseq,animal,650,532
Rhinolophus sinicus,61,7,4,2,"ERV,HAT,L1,LTR,PIGGYBAC,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",144,3762,833.7213114754098,494,47.28462983140655,47.03389830508475,GCF_036562045.2,ASM3656204v1,40.5,42906106,refseq,animal,1081,884
Choiromyces venosus,61,8,3,2,"COPIA,GYPSY,HAT,HELITRON,MULE,PIFHARBINGER,PIGGYBAC,TC1MARINER","HELITRON,LTR,TIR","CLASSI,CLASSII",1307,10040,5779.540983606557,5975,43.813454234899716,43.64060676779463,GCA_003788595.2,Chove1,43.5,129333,refseq,hongo,156,127
Chrysochloris asiatica,61,6,4,2,"ERV,L1,LTR,RTE,TC1MARINER,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",145,3927,1348.672131147541,1114,46.2585833658706,45.81855043081602,GCF_000296735.1,ChrAsi1.0,40.0,19632,refseq,animal,668,546
Crocidura indochinensis,61,6,4,2,"ERV,HAT,L1,LTR,SINE,TC1MARINER","LINE,LTR,SINE,TIR","CLASSI,CLASSII",174,5868,1037.5081967213114,487,47.89435827133362,45.78947368421053,GCA_004027635.1,CroInd_v1_BIUU,40.0,4927,refseq,animal,869,711
Fusarium oxysporum,61,7,3,2,"COPIA,GYPSY,HAT,HELITRON,MULE,PIGGYBAC,TC1MARINER","HELITRON,LTR,TIR","CLASSI,CLASSII",860,11406,5026.081967213115,4995,50.90811675582238,51.037344398340245,GCF_013085055.1,ASM1308505v1,47.5,4523040,refseq,hongo,179,146
Aegithalos caudatus,61,6,5,2,"CR1,CRYPTON,ERV,LTR,SINE,TIR","CRYPTON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",144,4495,1296.8032786885246,685,48.57830676018271,49.2156862745098,GCA_013389925.1,ASM1338992v1,41.5,34055,refseq,animal,695,568
Pecten maximus,61,12,3,2,"ACADEM-1,CR1,HAT,I,KOLOBOK,L1,LINE,PIFHARBINGER,PIGGYBAC,RTE,SINE,TC1MARINER","LINE,SINE,TIR","CLASSI,CLASSII",136,7179,4344.081967213115,4819,36.17348253628997,35.311324697033015,GCF_902652985.1,xPecMax1.1,36.5,1258799,refseq,animal,207,169
Tribolium castaneum,60,15,4,2,"BELPAO,COPIA,CR1,GYPSY,HAT,I,KOLOBOK,LINE,MULE,P,PIFHARBINGER,PLE,R1,TC1MARINER,TIR","LINE,LTR,PLE,TIR","CLASSI,CLASSII",411,9485,3657.6,4051,37.822830838550935,36.23308478320906,GCF_031307605.1,icTriCast1.1,31.5,16193484,refseq,animal,250,205
Sagittarius serpentarius,60,8,4,2,"CR1,ERV,HAT,LARD,RTE,SINE,TIR,TRNA","LINE,LTR,SINE,TIR","CLASSI,CLASSII",127,4366,1716.0166666666667,1704,50.491617540767024,51.26204681046352,GCA_034782735.1,ASM3478273v1,42.5,34129,refseq,animal,534,437
Epichloe coenophiala,60,4,2,2,"HAT,LARD,PIFHARBINGER,TIR","LTR,TIR","CLASSI,CLASSII",4810,11192,7419.083333333333,6974,26.62948981426891,27.17682817807974,GCA_018801565.1,E_coen_e19_1,43.5,1403312,refseq,hongo,123,101
Electrophorus electricus,60,7,3,2,"CR1,GYPSY,HAT,LARD,LINE,RTE,TC1MARINER","LINE,LTR,TIR","CLASSI,CLASSII",213,10477,2211.1666666666665,1616,44.45848761580949,44.4,GCF_013358815.1,fEleEle1.pri,42.5,7062559,refseq,animal,414,339
Aleadryas rufinucha,60,7,5,2,"CR1,CRYPTON,ERV,MERLIN,SINE,TIR,TRNA","CRYPTON,LINE,LTR,SINE,TIR","CLASSI,CLASSII",106,4597,1310.1666666666667,1115,50.345330421048295,51.300070274068865,GCA_013397815.1,ASM1339781v1,42.0,90297,refseq,animal,699,572
Parus major,60,2,2,1,"ERV,TRNA","LTR,SINE",CLASSI,135,10165,1775.6,673,45.01889562028884,45.14637904468413,GCF_001522545.3,Parus_major1.1,41.5,148693,refseq,animal,516,422
Lymantria dispar,59,7,4,2,"BELPAO,COPIA,DIRS,GYPSY,KOLOBOK,TC1MARINER,TRNA","DIRS,LTR,SINE,TIR","CLASSI,CLASSII",215,9955,5212.64406779661,4912,38.519074077277004,38.45477202756194,GCA_032191425.1,ASM3219142v1,39.0,32048912,refseq,animal,178,146
